item_no,quantity,unit,description,menu_types,tax,unit_price,amount,date,produce_company,size,invoice_no,month,num_days
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1 135KG/CS,Food,N,$100.46,$200.92,9/14/2021,Meat1,No Size,46256,9,30
WS3578,1.0,No Unit,fuel surcharge,Food,G,$5.99,$6.29,9/14/2021,Meat1,No Size,46256,9,30
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$0.99,$0.99,9/14/2021,Produce2,No Size,No_Invoice_No,9,30
SN01600,2.0,No Unit,MUFF BATT APPLE CINNAMON 19707,Pastry,N,$27.25,$54.50,9/14/2021,Produce4,16LB,71699905,9,30
STY5719,2.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$35.40,$70.80,9/14/2021,Produce4,16/460G,71699905,9,30
STY2793,2.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$30.23,$60.46,9/14/2021,Produce4,8X8/85G,71699905,9,30
GSVR02,1.0,No Unit,CROISSANT LARGE RBT BUTTER,Pastry,N,$61.57,$61.57,9/14/2021,Produce4,80/65G,71699905,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,9/14/2021,Produce4,No Size,71699905,9,30
SN01611,1.0,No Unit,MUFF BATT MAPLE WALNUT 19720,Pastry,N,$29.50,$29.50,9/14/21,Produce4,16lb,71697356,9,30
4607362,2.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$33.52,$67.04,9/14/2021,Produce3,3.78L,1469170,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.75,$12.34,9/14/2021,Produce3,No Size,1469170,9,30
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$6.25,$18.75,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,1.0,bag,Red Pepper HH BC 3# bag,Food,N,$6.75,$6.75,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,4.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.99,$15.96,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,10.0,pound,** 40 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$1.80,$18.00,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,3.0,bunch,Cilantro BC/US / bunch,Food,N,$0.75,$2.25,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 2x2# yvr,Food,N,$46.95,$46.95,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,1.0,bag,cheese Cheddar shredded 2.5K bag,Food,N,$42.50,$42.50,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,9/15/2021,Produce1,No Size,915964,9,30
No_Item_No,12.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$132.00,9/15/2021,Coffee3,"2x5lb, 2x1lb",36997,9,30
No_Item_No,10.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$110.00,9/15/2021,Coffee3,2x5lb,36997,9,30
No_Item_No,1.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$12.50,9/15/2021,Coffee3,1x1lb,36997,9,30
SN01600,1.0,No Unit,MUFF BATT APPLE CINNAMON 19707,Pastry,N,$27.25,$27.25,9/15/21,Produce4,16lb,71697356,9,30
EARTH'S OWN-B,24.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ml,Drinks,N,$3.80,$91.20,9/15/2021,Produce6,12/CS,203956,9,30
TT-SWB-LWG,1.0,CS,"GREASE PROOF SANDWICH BAG (WHITE) 6X2X9""",Food,G,$27.05,$28.40,9/15/2021,Produce6,1000/CS,203956,9,30
TT-SWB-SWG,1.0,CS,"GREASEPROOF SANDWICH BAG (WHITE) 6X9.75X6.75""",Food,G,$19.61,$20.59,9/15/2021,Produce6,1000/CS,203956,9,30
EP-STR775G,1.0,BX,"COMPOSTABLE STRAW - GREEN 7.75""X6MM",Drinks,G,$12.93,$13.58,9/15/2021,Produce6,"600/BX, 12BX/CS",203956,9,30
EP-PWS,1.0,BX,"INDIV. WRAP COMPOSTABLE STRAW 8""X5MM",Drinks,G,$8.85,$9.29,9/15/2021,Produce6,"300/BX, 12BX/CS",203956,9,30
TT-PHCL-D90B,1.0,CS,DOME LID for 10-24oz PAPER HOT CUP - BLACK,Drinks,G,$43.66,$45.84,9/15/2021,Produce6,1000/CS,203956,9,30
TE-SC200,1.0,CS,PLASTIC PORTION CUP 2oz,Others,G,$50.61,$53.14,9/15/2021,Produce6,2500/CS,203956,9,30
155,2.0,each,K GF Loaf Chocolate Pecan Cut 9,Pastry,N,$9.90,$19.80,9/15/2021,Pastry1,No Size,354511,9,30
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,9/15/2021,Pastry1,No Size,354511,9,30
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,9/15/2021,Pastry1,No Size,354511,9,30
238,2.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$13.92,9/15/2021,Pastry1,No Size,354511,9,30
101,1.5,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$21.60,9/15/2021,Pastry1,No Size,354511,9,30
115,1.0,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$13.92,9/15/2021,Pastry1,No Size,354511,9,30
132,0.5,doz,K Bars Blueberry Oat,Pastry,N,$12.00,$6.00,9/15/2021,Pastry1,No Size,354511,9,30
602,0.5,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$17.70,9/15/2021,Pastry1,No Size,354511,9,30
252,1.0,each,K Loaf Reduced Fat Cran Omega 3&6 Cut,Pastry,N,$6.96,$6.96,9/15/2021,Pastry1,No Size,354511,9,30
781,0.5,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$12.60,9/15/2021,Pastry1,No Size,354511,9,30
95,1.0,doz,"P Tartlets 4"" Auntie Audrey's Pumpkin",Pastry,N,$30.00,$30.00,9/15/2021,Pastry1,No Size,354511,9,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$63.41,$63.41,9/16/2021,Grocery2,No Size,No_Invoice_No,9,30
SN01612,1.0,No Unit,MUFF BATT PUMPKIN SPICE 19724,Pastry,N,$29.50,$29.50,9/16/21,Produce4,16lb,71697356,9,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$1.02,$1.02,9/17/2021,Grocery2,No Size,No_Invoice_No,9,30
SN04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19727,Pastry,N,$29.50,$29.50,9/17/21,Produce4,16lb,71697356,9,30
SN01604,1.0,No Unit,MUFF BATT ORANGE CRANB 19711,Pastry,N,$27.25,$27.25,9/18/21,Produce4,16lb,71697356,9,30
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,9/18/2021,Bread2,No Size,No_Invoice_No,9,30
No_Item_No,2.0,No Unit,Rubanes,Pastry,N,$25.00,$50.00,9/18/2021,Bread2,No Size,No_Invoice_No,9,30
ML21914,1.0,No Unit,BACON SLICES CRIPS PRE-COOKED,Food,N,$80.43,$80.43,9/19/21,Produce4,2/150pc,71697356,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,9/20/21,Produce4,No Size,71697356,9,30
312,2.0,doz,K Cookies Peanut Butter Chocoalte,Pastry,N,$12.00,$24.00,9/20/2021,Pastry1,No Size,354606,9,30
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,9/20/2021,Pastry1,No Size,354606,9,30
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,9/20/2021,Pastry1,No Size,354606,9,30
115,0.5,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$6.96,9/20/2021,Pastry1,No Size,354606,9,30
238,2.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$13.92,9/20/2021,Pastry1,No Size,354606,9,30
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,9/20/2021,Pastry1,No Size,354606,9,30
767,1.0,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$16.20,9/20/2021,Pastry1,No Size,354606,9,30
781,0.5,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$12.60,9/20/2021,Pastry1,No Size,354606,9,30
132,0.5,doz,K bars Blueberry Oat,Pastry,N,$12.00,$6.00,9/20/2021,Pastry1,No Size,354606,9,30
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,9/20/2021,Pastry1,No Size,354606,9,30
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.70,$1.70,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,6.0,bunch,Green Kale UCa / bunch,Food,N,$1.45,$8.70,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.85,$16.85,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$6.25,$18.75,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,4.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.99,$15.96,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 2x2# yvr,Food,N,$46.95,$46.95,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$57.15,$57.15,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,bag,FROZ blueberries Alasko 1K,Drinks,N,$7.95,$7.95,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,bag,FROZ Strawberry Alask 1K,Drinks,N,$4.95,$4.95,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,9/21/2021,Produce1,No Size,916532,9,30
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$2.25,$2.25,9/21/2021,Produce2,No Size,No_Invoice_No,9,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$56.18,$56.18,9/21/2021,Grocery2,No Size,No_Invoice_No,9,30
ca72,1.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.75,$28.75,9/22/2021,Produce4,2.5KG,71704149,9,30
ca71,1.0,No Unit,DARK CHOCOLATE CALLETS,Drinks,N,$26.50,$26.50,9/22/2021,Produce4,2.5KG,71704149,9,30
ts8010,1.0,No Unit,MUFF BATT DBL CHOCOLATE CHIP,Pastry,N,$34.10,$34.10,9/22/2021,Produce4,8L,71704149,9,30
bshmexc5,1.0,No Unit,GUYS-MEXICO CHIPOTLE CORN SOUP,Food,N,$37.85,$37.85,9/22/2021,Produce4,4/64OZ,71704149,9,30
bshtusc11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.85,$37.85,9/22/2021,Produce4,4/64OZ,71704149,9,30
bshzim10,1.0,No Unit,GUYS-ZIMBABWE PEANUT/YAM SOUP,Food,N,$37.85,$37.85,9/22/2021,Produce4,4/64OZ,71704149,9,30
sn01600,1.0,No Unit,MUFF BATT APPLE CINNAMON 19707,Pastry,N,$27.25,$27.25,9/22/2021,Produce4,16LB,71704149,9,30
sn04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19727,Pastry,N,$29.50,$29.50,9/22/2021,Produce4,16LB,71704149,9,30
sty5719,2.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$35.40,$70.80,9/22/2021,Produce4,16/460G,71704149,9,30
sty2793,2.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$30.23,$60.46,9/22/2021,Produce4,8X8/85G,71704149,9,30
mc4452,1.0,No Unit,SCONE CHEESE ROUDN UNBAKED MC,Pastry,N,$76.25,$76.25,9/22/2021,Produce4,80/110G,71704149,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,9/22/2021,Produce4,No Size,71704149,9,30
PT-MFTK0905-1,1.0,CS,PUR VALUE MULTIFOLD TOWEL (KRAFT),Others,S,$26.05,$29.18,9/22/2021,Produce6,4000/CS,204768,9,30
TT-PCJJ-PLN,1.0,CS,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$45.54,$47.82,9/22/2021,Produce6,1000/CS,204768,9,30
EP-55B,1.0,CS,"SUGARCANE CLAMSHELL 5X5X3""",Food,G,$66.60,$69.93,9/22/2021,Produce6,500/CS12/CS,204768,9,30
MON-VAN750ML,2.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$17.60,9/22/2021,Produce6,12/CS,204768,9,30
MON-CAR,2.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$17.60,9/22/2021,Produce6,12/CS,204768,9,30
TT-BK-TC170K,1.0,CS,"TULIP BAKING CUP 65gsm-BROWN(CHOCOLATE COLOR) 2""X6 3/4""6 3/4""",Pastry,G,$65.05,$68.30,9/22/2021,Produce6,1000/CS,204768,9,30
EP-#N8W,1.0,CS,EARTHPAK 44OZ PAPER FOOD BOX,Food,G,$73.57,$77.25,9/22/2021,Produce6,300PC,204768,9,30
No_Item_No,7.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$77.00,9/23/2021,Coffee3,"1x5lb, 2x1lb",No_Invoice_No,9,30
No_Item_No,12.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$132.00,9/23/2021,Coffee3,"2x5lb, 2x1lb",No_Invoice_No,9,30
No_Item_No,3.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$37.50,9/23/2021,Coffee3,3x1lb,No_Invoice_No,9,30
1600755,4.0,No Unit,CHEESE PROVOLONE SLICES 21 GM,Food,N,$48.86,$195.44,9/24/2021,Produce3,168GM,1482315,9,30
2182824,2.0,No Unit,EGG LIQUID WHL CDN,Food,N,$52.56,$105.12,9/24/2021,Produce3,1KG,1482315,9,30
8723702,1.0,No Unit,YOGURT FROZEN MIX CALIFORNIA,Food,N,$85.53,$85.53,9/24/2021,Produce3,2LT,1482315,9,30
1277581,1.0,No Unit,HAM PROSCIUTTO SLI DELI,Food,N,$114.97,$114.97,9/24/2021,Produce3,500GR,1482315,9,30
4607362,1.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$33.52,$33.52,9/24/2021,Produce3,3.78L,1482315,9,30
7303324,1.0,No Unit,OIL OLIVE POMACE CAN,Food,N,$23.27,$23.27,9/24/2021,Produce3,3L,1482315,9,30
496034,1.0,No Unit,FILM PVC ROLL 2000FT SLI CUTR,Food,N,$42.28,$42.28,9/24/2021,Produce3,18IN,1482315,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.75,$12.34,9/24/2021,Produce3,No Size,1482315,9,30
TT-PHC-16W,1.0,CS,PAPER HOT CUP 16ox - white,Drinks,G,$88.68,$88.68,9/24/2021,Produce6,1000/CS,205152,9,30
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,9/24/2021,Pastry1,No Size,354710,9,30
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,9/24/2021,Pastry1,No Size,354710,9,30
312,1.0,doz,K Cookies Peanut Butter Chocoalte,Pastry,N,$12.00,$12.00,9/24/2021,Pastry1,No Size,354710,9,30
115,0.5,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$6.96,9/24/2021,Pastry1,No Size,354710,9,30
781,0.5,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$12.60,9/24/2021,Pastry1,No Size,354710,9,30
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,9/24/2021,Pastry1,No Size,354710,9,30
57,2.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$13.92,9/24/2021,Pastry1,No Size,354710,9,30
155,1.0,each,KGF Loaf Chocolate Pecan Cut 9,Pastry,N,$9.90,$9.90,9/24/2021,Pastry1,No Size,354710,9,30
767,0.5,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$8.10,9/24/2021,Pastry1,No Size,354710,9,30
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,9/24/2021,Pastry1,No Size,354710,9,30
320,1.0,doz,K Cookies Pumpkin Sugar,Pastry,N,$11.88,$11.88,9/24/2021,Pastry1,No Size,354710,9,30
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,9/24/2021,Bread2,No Size,No_Invoice_No,9,30
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.70,$1.70,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,5.0,bunch,Green Kale UCa / bunch,Food,N,$1.45,$7.25,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$6.50,$19.50,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,bag,Red Pepper HH BC 3# bag,Food,N,$6.75,$6.75,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,4.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.50,$14.00,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 2x2# yvr,Food,N,$46.95,$46.95,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,jug,4 Monks Red Wine vinegar 3.78L,Food,N,$11.75,$11.75,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,jug,Vinegar White Allens 4L jug,Food,N,$5.30,$5.30,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,9/25/2021,Produce1,No Size,916972,9,30
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$3.58,$3.58,9/26/2021,Produce2,No Size,No_Invoice_No,9,30
No_Item_No,17.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$187.00,9/27/2021,Coffee3,"2x5lb, 2x1lb",37224,9,30
No_Item_No,2.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$22.00,9/27/2021,Coffee3,2x1lb,37224,9,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$79.41,$79.41,9/27/2021,Grocery2,No Size,No_Invoice_No,9,30
MON-HAZ,1.0,BTL,MONIN - HAZELNUT SYRUP (750ml),Drinks,N,$8.80,$8.80,9/27/2021,Produce6,12/CS,205157,9,30
MON-PUMP,1.0,BTL,MONIN - PUMPKIN PIE SYRUP (750ml),Drinks,N,$8.80,$8.80,9/27/2021,Produce6,12/CS,205157,9,30
MON-P230,2.0,PUMP,MONIN SYRUP PUMP - 750ml GLASS BOTTLE,Drinks,S,$3.85,$8.62,9/27/2021,Produce6,No Size,205157,9,30
TT-PHC-12W,1.0,CS,PAPER HOT CUP 12oz - WHITE,Drinks,G,$76.72,$80.56,9/27/2021,Produce6,1000/CS,205157,9,30
TT-PCJJ-PLN,1.0,CS,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$45.54,$47.82,9/27/2021,Produce6,1000/CS,205157,9,30
PHI-COLA,24.0,CS,PHILLIPS SODA WORKS - SPEEDKING CRAFT COLA 341ml,Drinks,G,$1.42,$35.86,9/27/2021,Produce6,"6/PK, 4PK/CS",205157,9,30
PHI-GIN,8.0,BTL,PHILLIPS SODA WORKS - SPARKMOUTH GINGER ALE 341ml,Drinks,G,$1.42,$11.95,9/27/2021,Produce6,"6/PK, 4PK/CS",205157,9,30
0-BCD,32.0,BTL,BC DEPOSIT per BOTTLE,Drinks,N,$0.06,$1.92,9/27/2021,Produce6,No Size,205157,9,30
0-BCE,32.0,BTL,BC ENVIOR per BOTTLE,Drinks,G,$0.10,$3.20,9/27/2021,Produce6,No Size,205157,9,30
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1 135KG/CS,Food,N,$100.46,$200.92,9/28/2021,Meat1,No Size,47564,9,30
WS3578,1.0,No Unit,fuel surcharge,Food,G,$5.99,$6.29,9/28/2021,Meat1,No Size,47564,9,30
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$22.00,$22.00,9/28/2021,Produce2,No Size,No_Invoice_No,9,30
No_Item_No,9.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$80.15,9/28/2021,Bread2,No Size,No_Invoice_No,9,30
CA72,1.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.74,$28.74,9/29/2021,Produce4,2.5kg,71708083,9,30
CA71,1.0,No Unit,DARK CHOCOLATE CALLETS,Drinks,N,$26.50,$26.50,9/29/2021,Produce4,2.5kg,71708083,9,30
BSHRUS1,1.0,No Unit,GUYS-RUSSIA WHITE BORSCHT SOUR,Food,N,$37.85,$37.85,9/29/2021,Produce4,4/64oz,71708083,9,30
BSHZIM10,1.0,No Unit,GUYS-ZIMBABWE PEANUT/YAM SOUP,Food,N,$37.85,$37.85,9/29/2021,Produce4,4/64oz,71708083,9,30
BR52401,1.0,No Unit,STRUDEL LEEK & PARM RTB BRIDOR,Pastry,N,$65.80,$65.80,9/29/2021,Produce4,36/110g,71708083,9,30
BR52400,1.0,No Unit,STRUDEL SPINACH & FETA RTB,Pastry,N,$65.80,$65.80,9/29/2021,Produce4,36/110g,71708083,9,30
STY5719,1.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$34.40,$34.40,9/29/2021,Produce4,16/460g,71708083,9,30
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$30.23,$30.23,9/29/2021,Produce4,8x8/85g,71708083,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,9/29/2021,Produce4,No Size,71708083,9,30
62,2.0,doz,P Ind. Lava Cake,Pastry,N,$31.80,$63.60,9/29/2021,Pastry1,No Size,354751,9,30
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,9/29/2021,Pastry1,No Size,354751,9,30
118,1.0,doz,K Bars Pecan,Pastry,N,$15.00,$15.00,9/29/2021,Pastry1,No Size,354751,9,30
202,1.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$6.09,9/29/2021,Pastry1,No Size,354751,9,30
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,9/29/2021,Pastry1,No Size,354751,9,30
238,1.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$6.96,9/29/2021,Pastry1,No Size,354751,9,30
115,0.5,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$6.96,9/29/2021,Pastry1,No Size,354751,9,30
95,0.5,doz,"P Tartlets 4"" Auntie Audrey's Pumpkin",Pastry,N,$30.00,$15.00,9/29/2021,Pastry1,No Size,354751,9,30
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.70,$1.70,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$6.50,$19.50,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,2.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.50,$7.00,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,5.0,pound,** 30 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$2.25,$11.25,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,6.0,bunch,Green Kale UCa / bunch,Food,N,$1.45,$8.70,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,3.0,bunch,Cilantro US / bunch,Food,N,$0.70,$2.10,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 4x1# yvr,Food,N,$46.95,$46.95,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,pkg,Fine(Table) Hygrade K Salt 1K shr,Food,N,$2.49,$2.49,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,jug,4 Monks Red Wine vinegar 3.78L tol,Food,N,$11.75,$11.75,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,shake,spice Pepper Black 32 mesh 454g shr,Food,N,$19.50,$19.50,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$57.15,$57.15,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,9/30/2021,Produce1,No Size,917311,9,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$5.36,$5.36,9/30/2021,Grocery2,No Size,No_Invoice_No,9,30
7098971,2.0,No Unit,POTATO SWEET DICED 3/4,Food,N,$79.06,$158.12,9/30/2021,Produce3,5LB,1489910,9,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.75,$12.34,9/30/2021,Produce3,No Size,1489910,9,30
0-BCD,24.0,BLT,BC DEPOSIT per BOTTLE,Drinks,N,$0.05,$1.20,10/1/2021,Produce4,No Size,206558,10,31
0-BCE,24.0,BTL,BC ENVIOR per BOTTLE,Drinks,G,$0.10,$2.52,10/1/2021,Produce4,No Size,206558,10,31
PT-IR500,1.0,CS,MOTIF INDIVIDUAL WRAP ROLL TISSUE - 2PLY (500SH'X48RL),Others,S,$43.29,$48.48,10/1/2021,Produce4,No Size,205656,10,31
TT-NI1308W,1.0,CS,INTER-FOLD NAPKIN (WHITE),Others,G,$51.00,$57.12,10/1/2021,Produce4,6000/CS,205656,10,31
TT-PHCL-D90B,1.0,CS,DOME LID FOR 10-24oz PAPER HOT CUP - BLACK 90mm,Drinks,G,$43.66,$48.90,10/1/2021,Produce4,1000/CS,205656,10,31
PAC-ALM,12.0,CS,PACIFIC - BARISTA SERIES ORGANIC ALMON MILK (32oz),Drinks,N,$3.72,$44.64,10/1/2021,Produce4,12/CS,205656,10,31
EARTH'S OWN-B,12.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ML,Drinks,N,$3.80,$45.60,10/1/2021,Produce4,12/CS,205656,10,31
2182824,2.0,No Unit,EGG LIQUID WHL CN,Food,N,$52.56,$105.12,10/1/2021,Produce3,1kg,1491106,10,31
1277581,1.0,No Unit,HAM PROSCIUTTO SLI DELI,Food,N,$118.93,$118.93,10/1/2021,Produce3,500gr,1491106,10,31
4607362,1.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$33.52,$33.52,10/1/2021,Produce3,3.78l,1491106,10,31
