item_no,quantity,unit,description,menu_types,tax,unit_price,amount,date,produce_company,size,invoice_no,month,num_days
6165783,1.0,No Unit,TUNA LIGHT FLKD SKPJCK WTR CDN,Food,N,$107.16,$107.16,10/1/2021,Produce3,1.22KG,1491106,10,31
7303324,1.0,No Unit,OIL OLIVE POMACE CAN,Food,N,$23.27,$23.27,10/1/2021,Produce3,3L,1491106,10,31
7329665,1.0,No Unit,WATER FLAT CAP DIAMOND BTL RO + BOTTLE DEPOSIT + RECYCLING FEE,Drinks,G,$9.69,$9.69,10/1/2021,Produce3,500ML,1491106,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.75,$12.34,10/1/2021,Produce3,No Size,1491106,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$70.50,$70.50,10/2/2021,Grocery2,No Size,No_Invoice_No,10,31
No_Item_No,9.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$80.10,10/2/2021,Bread2,No Size,No_Invoice_No,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$68.99,$68.99,10/5/2021,Grocery2,No Size,No_Invoice_No,10,31
4607362,1.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$33.52,$33.52,10/5/2021,Produce3,3.78L,1495372,10,31
7709997,1.0,No Unit,TOMATO SUNDRIED WHL IN OIL CDN,Food,N,$63.86,$63.86,10/5/2021,Produce3,2.5LT,1495372,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.75,$12.34,10/5/2021,Produce3,No Size,1495372,10,31
7098971,3.0,No Unit,POTATO SWEET DICED 3/4,Food,N,$79.06,$237.18,10/5/2021,Produce3,5LB,1495373,10,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.55,$1.55,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,5.0,pound,** 30 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$2.25,$11.25,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$57.15,$57.15,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,1.0,jug,4 Monks Red Wine vinegar 3.78L tol,Food,N,$11.75,$11.75,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.00,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 4x1# yvr,Food,N,$46.95,$46.95,10/6/2021,Produce1,No Size,917796,10,31
No_Item_No,17.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$187.00,10/6/2021,Coffee3,"3x5lb, 2x1lb",37498,10,31
No_Item_No,12.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$132.00,10/6/2021,Coffee3,"2x5lb, 2x1lb",37498,10,31
No_Item_No,2.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$25.00,10/6/2021,Coffee3,2x1lb,37498,10,31
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$9.07,$9.07,10/7/2021,Produce2,No Size,No_Invoice_No,10,31
W5006M,6.0,No Unit,Floral Jasmine Retail Tin - 50 cups (100g),Teas,N,$12.50,$75.00,10/7/2021,Tea1,No Size,INV5001117,10,31
W5006M,1.0,No Unit,Floral Jasmine Wholesale Tine - 200 cups (400g),Teas,N,$41.10,$41.10,10/7/2021,Tea1,No Size,INV5001118,10,31
W2000FZ-SAMPLER,1.0,No Unit,Lavender Earl Grey Sampler - 8 cups (16g),Teas,N,$0.00,$0.00,10/7/2021,Tea1,No Size,INV5001119,10,31
W9987FZ-SAMPLER,1.0,No Unit,Ginger Yuzu Sampler - 8 cups (16g),Teas,N,$0.00,$0.00,10/7/2021,Tea1,No Size,INV5001120,10,31
W2013FZ-SAMPLER,1.0,No Unit,Eros Sampler - 8 cups (16g),Teas,N,$0.00,$0.00,10/7/2021,Tea1,No Size,INV5001121,10,31
W5509M,6.0,No Unit,Mad Hatter's Tea Party Retail Tin - 45 cups (90g),Teas,N,$13.50,$81.00,10/7/2021,Tea1,No Size,INV5001122,10,31
No_Item_No,1.0,No Unit,shipping: standard (1-3 business days),Teas,N,$15.00,$15.00,10/7/2021,Tea1,No Size,INV5001123,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$14.38,$14.38,10/7/2021,Grocery2,No Size,No_Invoice_No,10,31
CA73,1.0,No Unit,CHOCOLATE WHITE W2 CALLET,Drinks,N,$32.25,$32.25,10/7/2021,Produce4,2.5KG,71712578,10,31
CA71,1.0,No Unit,DARK CHOCOLATE CALLETS,Drinks,N,$26.50,$26.50,10/7/2021,Produce4,2.5KG,71712578,10,31
TS8018,1.0,No Unit,MUFF BATT LEMON POPPY,Pastry,N,$34.15,$34.15,10/7/2021,Produce4,8L,71712578,10,31
TS8012,1.0,No Unit,MUFF BATT LEMON CRANBERRY,Pastry,N,$34.15,$34.15,10/7/2021,Produce4,8L,71712578,10,31
TS8004,1.0,No Unit,MUFF BATT BLUEBERRY PASSION,Pastry,N,$34.15,$34.15,10/7/2021,Produce4,8L,71712578,10,31
BSHRUS1,1.0,No Unit,GUYS-RUSSIA WHITE BORSCHT SOUP,Food,N,$37.85,$37.85,10/7/2021,Produce4,4/64OZ,71712578,10,31
BSHTUSC11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.85,$37.85,10/7/2021,Produce4,4/64OZ,71712578,10,31
BR59040,1.0,No Unit,CROISSANT LARGE RTB BUTTER,Pastry,N,$69.95,$69.95,10/7/2021,Produce4,60/80G,71712578,10,31
SN01600,1.0,No Unit,MUFF BATT APPLE CINNAMON 19707,Pastry,N,$27.25,$27.25,10/7/2021,Produce4,16LB,71712578,10,31
SN04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19727,Pastry,N,$29.50,$29.50,10/7/2021,Produce4,16LB,71712578,10,31
STY5719,1.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$32.40,$32.40,10/7/2021,Produce4,16/460G,71712578,10,31
STY2793,2.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$32.23,$64.46,10/7/2021,Produce4,8X8/85G,71712578,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,10/7/2021,Produce4,No Size,71712578,10,31
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$6.75,$20.25,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,10.0,pound,** 40 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$2.25,$22.50,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,4.0,pkg,Tomato Grape BC 1 pint,Food,N,$3.50,$14.00,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,3.0,bunch,Green Kale UCa / bunch,Food,N,$1.45,$4.35,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.94,$16.94,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,pkg,Fine(Table) Hygrade K Salt 1K shr,Food,N,$2.49,$2.49,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,shake,spice Pepper Black 32 mesh 454g shr,Food,N,$19.50,$19.50,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,10/8/2021,Produce1,No Size,918010,10,31
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$1.89,$1.89,10/8/2021,Produce2,No Size,No_Invoice_No,10,31
MON-CAR,2.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$17.60,10/8/2021,Produce4,12/CS,206558,10,31
MON-VAN750ML,2.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$17.60,10/8/2021,Produce4,12/CS,206558,10,31
PT-MFTK0905-1,1.0,CS,PUR VALUE MULTIFOLD TOWEL (KRAFT),Others,S,$28.81,$32.27,10/8/2021,Produce4,4000/CS,206558,10,31
EARTH'S OWN-B,24.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ML,Drinks,N,$3.80,$91.20,10/8/2021,Produce4,12/CS,206558,10,31
TT-CU-6SPN,1.0,CS,"PLASTIC SOUP SPOON 6""",Food,G,$11.39,$11.96,10/8/2021,Produce4,1000/CS,206558,10,31
TT-CU-6FRK,1.0,CS,"PLASTIC FORK 6""",Food,G,$11.39,$11.96,10/8/2021,Produce4,1000/CS,206558,10,31
TT-CU-6KNF,1.0,CS,"PLASTIC KNIFE 6""",Food,G,$11.39,$11.96,10/8/2021,Produce4,1000/CS,206558,10,31
PHI-GIN,24.0,CS,PHILLIPS SODA WORKS - SPARKMOUTH GINGER ALE 341m,Drinks,G,$1.43,$36.04,10/8/2021,Produce4,"6/PK, 4PK/CS",206558,10,31
No_Item_No,9.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,10/9/2021,Bread2,No Size,No_Invoice_No,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$72.81,$72.81,10/12/2021,Grocery2,No Size,No_Invoice_No,10,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.85,$1.85,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,2.0,bunch,Leeks BC/UCa / bunch,Food,N,$4.10,$8.20,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,2.0,bag,Red Pepper HH BC 3# bag,Food,N,$6.75,$13.50,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,5.0,pound,** 30 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$2.35,$11.75,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,2.0,bag,Arrugula/Rucola/Rockets UCa 2x2# yvr,Food,N,$12.95,$25.90,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,1.0,jug,Vinegar White Allens 4L jug,Food,N,$5.30,$5.30,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,1.0,tin,tin Tomato Whole Stkhse 2.84L tol,Food,N,$7.95,$7.95,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,10/14/2021,Produce1,No Size,918307,10,31
No_Item_No,12.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$132.00,10/14/2021,Coffee3,"2x5lb, 2x1lb",37696,10,31
No_Item_No,12.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$132.00,10/14/2021,Coffee3,"2x5lb, 2x1lb",37696,10,31
CA68,1.0,No Unit,MILK CALLETS BELGIUM 10K,Drinks,N,$109.75,$109.75,10/14/2021,Produce4,10kg,71715709,10,31
EP-PFB44,1.0,CS,"NATURAL KRAFT SALAD BOWL 44OZ 7.25 x 2.75""",Food,G,$85.52,$89.80,10/14/2021,Produce4,300/CS,206912,10,31
EP-PFBL185,1.0,CS,CLEAR FLAT lid for 44oz Eco 185mm Kraft Bowl,Food,G,$53.04,$55.69,10/14/2021,Produce4,300/CS,206912,10,31
TT-PCJJ-PLN,1.0,CS,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$45.54,$47.82,10/14/2021,Produce4,1000/CS,206912,10,31
BE-2TRAY,1.0,CS,2 CUP TAKE OUT TRAY,Drinks,G,$55.08,$57.83,10/14/2021,Produce4,600/CS,206912,10,31
MON-PUMS,1.0,BTL,MONIN - PUMPKIN SPICE SYRUP (750ml),Drinks,G,$8.80,$8.80,10/14/2021,Produce4,12/CS,206995,10,31
BSHRUS1,1.0,No Unit,GUYS-RUSSIA WHITE BORSCHT SOUP,Food,N,$37.85,$37.85,10/15/2021,Produce4,4/64oz,71715709,10,31
1600755,6.0,No Unit,CHEESE PROVOLONE SLICES 21 GM,Food,N,$48.86,$293.16,10/15/2021,Produce3,168GM,1507685,10,31
2182824,1.0,No Unit,EGG LIQUID WHL CDN,Food,N,$52.56,$52.56,10/15/2021,Produce3,1KG,1507685,10,31
4607362,2.0,No Unit,MAYONNAISE EXTRA HVY W. CANADA,Food,N,$33.52,$67.04,10/15/2021,Produce3,3.78L,1507685,10,31
6165783,1.0,No Unit,TUNA LIGHT FLKD SKPJCK WTR CDN,Food,N,$107.16,$107.16,10/15/2021,Produce3,1.22KG,1507685,10,31
7329665,1.0,No Unit,WATER FLAT CAP DIAMOND BTL RO + BOTTLE DEPOSIT + RECYCLING FEE,Drinks,G,$9.69,$9.69,10/15/2021,Produce3,500ML,1507685,10,31
8991713,1.0,No Unit,MUSTARD DIJON CDN,Food,N,$56.92,$56.92,10/15/2021,Produce3,5LTR,1507685,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$11.75,$24.68,10/15/2021,Produce3,No Size,1507685,10,31
118,1.0,doz,K Bars Pecan,Pastry,N,$15.00,$15.00,10/15/2021,Pastry1,No Size,355104,10,31
132,1.0,doz,K Bars Blueberry Oat,Pastry,N,$12.00,$12.00,10/15/2021,Pastry1,No Size,355104,10,31
202,3.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$18.27,10/15/2021,Pastry1,No Size,355104,10,31
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,10/15/2021,Pastry1,No Size,355104,10,31
315,1.0,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$12.00,10/15/2021,Pastry1,No Size,355104,10,31
238,2.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$13.92,10/15/2021,Pastry1,No Size,355104,10,31
303,0.5,doz,K Cookies Gingersnap,Pastry,N,$12.00,$6.00,10/15/2021,Pastry1,No Size,355104,10,31
101,0.5,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$7.20,10/15/2021,Pastry1,No Size,355104,10,31
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,10/15/2021,Pastry1,No Size,355104,10,31
155,1.0,each,K GF Loaf Chocolate Pecan Cut 9,Pastry,N,$9.90,$9.90,10/15/2021,Pastry1,No Size,355104,10,31
115,1.0,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$13.92,10/15/2021,Pastry1,No Size,355174,10,31
57,3.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$20.88,10/15/2021,Pastry1,No Size,355174,10,31
BSHTUSC11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.85,$37.85,10/16/2021,Produce4,4/64oz,71715709,10,31
MC4537,1.0,No Unit,STREUSEL TOPPING MC,Pastry,N,$37.58,$37.58,10/17/2021,Produce4,7.5kg,71715709,10,31
No_Item_No,1.0,No Unit,COBS Bread Kensington Sq,Food,N,$12.20,$12.20,10/18/2021,Bread1,No Size,No_Invoice_No,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$73.89,$73.89,10/18/2021,Grocery2,No Size,No_Invoice_No,10,31
BSHMOR7,1.0,No Unit,GUYS-MOROCCO AFRICAN PEA SOUP,Food,N,$37.85,$37.85,10/18/2021,Produce4,4/64OZ,71717321,10,31
BSHTUSC11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.85,$37.85,10/18/2021,Produce4,4/64OZ,71717321,10,31
BR52400,1.0,No Unit,STRUDEL SPINACH & FETA RTB,Pastry,N,$65.80,$65.80,10/18/2021,Produce4,36/110G,71717321,10,31
STY2793,2.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$32.23,$64.46,10/18/2021,Produce4,8X8/85G,71717321,10,31
ICB5188,1.0,No Unit,"BREAD SOURDO CLUB 5/8"" SL",Food,N,$32.46,$32.46,10/18/2021,Produce4,8/1200G,71717321,10,31
ML21914,1.0,No Unit,BACON SLICES CRISP PRE-COOKED,Food,N,$87.97,$87.97,10/18/2021,Produce4,2/150PC,71717321,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,10/18/2021,Produce4,No Size,71717321,10,31
ML21914,1.0,No Unit,BACON SLICES CRISP PRE-COOKED,Food,N,$87.97,$87.97,10/18/2021,Produce4,2/150pc,71715709,10,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.85,$1.85,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,6.0,bunch,Green Kale UCa / bunch,Food,N,$1.55,$9.30,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,bag,Jumbo Onion UWa 5# /bag,Food,N,$3.50,$3.50,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$7.25,$21.75,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,6.0,pound,** 40 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$2.80,$16.80,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,pkg,Fine(Table) Hygrade K Salt 1K shr,Food,N,$2.49,$2.49,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,2.0,bunch,Cilantro US / bunch,Food,N,$0.75,$1.50,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 2x2# yvr,Food,N,$46.95,$46.95,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$57.15,$57.15,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,10/19/2021,Produce1,No Size,918680,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$7.18,$7.18,10/19/2021,Grocery2,No Size,No_Invoice_No,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,10/19/2021,Produce4,No Size,71715709,10,31
TT-HTB16,1.0,CS,PETE CLEAR COLD CUP 16oz,Drinks,G,$83.17,$87.33,10/19/2021,Produce4,1000/CS,207384,10,31
TT-HTB98FL,1.0,CS,PETE FLAT LID 98mm (for 14/16/20/24oz),Drinks,G,$32.70,$34.34,10/19/2021,Produce4,1000/CS,207384,10,31
TT-FO-INS1414,1.0,CS,"FOIL INSULWRAP PAPER 14X14""",Food,G,$72.50,$76.13,10/19/2021,Produce4,1000/CS,207384,10,31
TT-FPP-SP1414,1.0,CS,DRY WAX SHEETS 14X14,Others,S,$47.50,$53.20,10/19/2021,Produce4,1000/BX,207384,10,31
TT-BK-RGSB032,1.0,CS,"ROUND GOLD/SILVER 40PT CAKE BOARD WITH TAB 3.25""",Pastry,G,$43.13,$45.29,10/19/2021,Produce4,500/CS,207384,10,31
MON-CAR,1.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$8.80,10/19/2021,Produce4,12/CS,207384,10,31
MON-VAN750ML,1.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$8.80,10/19/2021,Produce4,12/CS,207384,10,31
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$1.98,$1.98,10/20/2021,Produce2,No Size,No_Invoice_No,10,31
EP-MSSC12,1.0,CS,COMPOSTABLE PAPER SOUP CUP - MAPLE STRIPE 12OZ,Food,G,$59.95,$62.95,10/20/2021,Produce4,500/CS,207594,10,31
EP-BSCL115,1.0,CS,COMPOSTABEL VENT LID FOR SOUP CUP 115mm - for 12/16/32oz,Food,G,$70.95,$74.50,10/20/2021,Produce4,500/CS,207594,10,31
EP-013P,1.0,CS,"SUGARCANE PLATE 9""",Food,G,$48.71,$51.15,10/20/2021,Produce4,500/CS,207594,10,31
TT-PHCL-D90B,1.0,CS,DOME LID FOR 10-24oz PAPER HOT CUP - BLACK 90mm,Drinks,G,$43.66,$45.84,10/20/2021,Produce4,1000/CS,207594,10,31
EARTH'S OWN-B,12.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ML,Drinks,N,$3.80,$45.60,10/20/2021,Produce4,12/CS,207594,10,31
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1 135KG/CS,Food,N,$100.46,$200.92,10/21/2021,Meat1,No Size,49675,10,31
WS3578,1.0,No Unit,fuel surcharge,Food,G,$5.99,$6.29,10/21/2021,Meat1,No Size,49675,10,31
No_Item_No,13.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$143.00,10/21/2021,Coffee3,"2x5lb, 3x1lb",37902,10,31
No_Item_No,8.0,No Unit,The Perfect Storm Wholesale lbs,Drinks,N,$11.00,$88.00,10/21/2021,Coffee3,"1x5lb, 3x1lb",37902,10,31
No_Item_No,2.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$25.00,10/21/2021,Coffee3,2x1lb,37902,10,31
MON-CAR,2.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$17.60,10/21/2021,Produce4,12/CS,207715,10,31
MON-VAN750ML,2.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$17.60,10/21/2021,Produce4,12/CS,207715,10,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$91.13,$91.13,10/22/2021,Grocery2,No Size,No_Invoice_No,10,31
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,10/22/2021,Pastry1,No Size,355280,10,31
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,10/22/2021,Pastry1,No Size,355280,10,31
57,2.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$13.92,10/22/2021,Pastry1,No Size,355280,10,31
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,10/22/2021,Pastry1,No Size,355280,10,31
115,0.5,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$6.96,10/22/2021,Pastry1,No Size,355280,10,31
781,0.5,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$12.60,10/22/2021,Pastry1,No Size,355280,10,31
315,0.5,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$6.00,10/22/2021,Pastry1,No Size,355280,10,31
312,1.0,doz,K Cookies Peanut Butter Chocolate,Pastry,N,$12.00,$12.00,10/22/2021,Pastry1,No Size,355280,10,31
303,0.5,doz,K Cookies Gingersnap,Pastry,N,$12.00,$6.00,10/22/2021,Pastry1,No Size,355280,10,31
306,0.5,doz,K Cookeis Kitsilano Oatmeal,Pastry,N,$12.00,$6.00,10/22/2021,Pastry1,No Size,355280,10,31
132,0.5,doz,K Bars Blueberry Oat,Pastry,N,$12.00,$6.00,10/22/2021,Pastry1,No Size,355280,10,31
767,0.5,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$8.10,10/22/2021,Pastry1,No Size,355280,10,31
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,10/22/2021,Pastry1,No Size,355280,10,31
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,10/22/2021,Bread2,No Size,No_Invoice_No,10,31
XS 038,2.0,No Unit,SMOKED SALMON PIECES (W150)<10X500G>,Food,N,$86.50,$173.00,10/22/2021,Produce7,No Size,2308108,10,31
No_Item_No,1.0,bag,Jumbo Onion UWa 5# /bag,Food,N,$3.50,$3.50,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,3.0,bag,Red Onion Jumbo US 5# bag,Food,N,$7.25,$21.75,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,6.0,pkg,Tomato Grape Mex 1 pint,Food,N,$3.90,$23.40,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,8.0,pound,** 40 HEADS** Roma Tomato Mex/UCa / pound,Food,N,$2.80,$22.40,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,6.0,bunch,Green Kale UCa / bunch,Food,N,$1.55,$9.30,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,1.0,case,Arrugula/Rucola/Rockets UCa 2x2# yvr,Food,N,$46.95,$46.95,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$32.60,$32.60,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1# yvr pt,Food,N,$16.95,$16.95,10/23/2021,Produce1,No Size,919083,10,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,10/23/2021,Produce1,No Size,919083,10,31
CA73,1.0,No Unit,CHOCOLATE WHITE W2 CALLET,Drinks,N,$32.25,$32.25,10/25/2021,Produce4,2.5KG,71721162,10,31
BSHRUS1,1.0,No Unit,GUYS-RUSSIA WHITE BORSCHT SOUP,Food,N,$37.85,$37.85,10/25/2021,Produce4,4/64OZ,71721162,10,31
BSHZIM10,1.0,No Unit,GUYS-ZIMBABWE PEANUT/YAM SOUP,Food,N,$37.85,$37.85,10/25/2021,Produce4,4/64OZ,71721162,10,31
BR52401,1.0,No Unit,STRUDEL LEEK & PARM RTB BRIDOR,Pastry,N,$65.80,$65.80,10/25/2021,Produce4,36/110G,71721162,10,31
PBF54,1.0,No Unit,"TORTILLA 12"" WHOLE SHWEET",Food,N,$42.73,$42.73,10/25/2021,Produce4,12X10/1KG,71721162,10,31
STY5719,2.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$32.40,$64.80,10/25/2021,Produce4,16/460G,71721162,10,31
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$32.23,$32.23,10/25/2021,Produce4,8X8/85G,71721162,10,31
GSVR02,1.0,No Unit,CROISSANT LARGE RTB BUTTER,Pastry,N,$61.57,$61.57,10/25/2021,Produce4,80/65G,71721162,10,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$5.75,$6.04,10/25/2021,Produce4,No Size,71721162,10,31
EP-013P,1.0,CS,"SUGARCANE PLATE 9""",Food,G,$48.71,$51.15,10/25/2021,Produce4,500/CS,208008,10,31
TE-CU-FR4,1.0,BOX,"WOOD FRILL TOOTHPITCKS 4""",Others,G,$3.85,$4.04,10/25/2021,Produce4,"100/CS, 10BX/CS",208008,10,31
PT-MFTK0905-1,1.0,CS,PUR VALUE MULTIFOLD TOWEL (KRAFT),Others,S,$28.81,$32.27,10/25/2021,Produce4,4000/CS,208008,10,31
DET-ZAAL-HD20,1.0,CS,ZAAL MACHINE DISH HIGH TEM. (20L) without CHILORINE,Others,S,$41.00,$45.92,10/25/2021,Produce4,No Size,208008,10,31
MON-VAN750ML,1.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$8.80,10/25/2021,Produce4,12/CS,208008,10,31
MON-CAR,1.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$8.80,10/25/2021,Produce4,12/CS,208008,10,31
